model,property,algorithm,seed,simulations,time,robustness,falsified,control points,budget,exploration ratio,solver
automatic_transmission,"□_[0.0, 8.0] (RPM < 4750.0)","uniform random",0,100.0,13.0,134.1760078905254,no,4,100,,
automatic_transmission,"□_[0.0, 8.0] (RPM < 4750.0)","uniform random",8930961420536443956,100.0,12.0,128.13965003766316,no,4,100,,
automatic_transmission,"□_[0.0, 8.0] (RPM < 4750.0)","uniform random",5027564224191174885,7.0,0.0,-14.281916697546876,yes,4,100,,
automatic_transmission,"□_[0.0, 8.0] (RPM < 4750.0)","uniform random",8786251193239860502,14.0,1.0,-13.688454910431574,yes,4,100,,
automatic_transmission,"□_[0.0, 8.0] (RPM < 4750.0)","uniform random",-5347915483141776079,100.0,12.0,120.25726998498067,no,4,100,,
automatic_transmission,"□_[0.0, 8.0] (RPM < 4750.0)","uniform random",-3927273804512837128,100.0,12.0,41.90585532064142,no,4,100,,
automatic_transmission,"□_[0.0, 8.0] (RPM < 4750.0)","uniform random",1810582452527976286,100.0,13.0,133.04317307806377,no,4,100,,
automatic_transmission,"□_[0.0, 8.0] (RPM < 4750.0)","uniform random",-2539624035832064787,100.0,12.0,126.1716581931978,no,4,100,,
automatic_transmission,"□_[0.0, 8.0] (RPM < 4750.0)","uniform random",-5807371422418053993,100.0,13.0,79.19849382660959,no,4,100,,
automatic_transmission,"□_[0.0, 8.0] (RPM < 4750.0)","uniform random",1906504590361032625,30.0,3.0,-12.244360570452955,yes,4,100,,
automatic_transmission,"□_[0.0, 8.0] (RPM < 4750.0)","uniform random",-9047323118654679931,1.0,0.0,-14.171581447968492,yes,4,100,,
automatic_transmission,"□_[0.0, 8.0] (RPM < 4750.0)","uniform random",3799789418447717604,15.0,1.0,-16.809466844943927,yes,4,100,,
automatic_transmission,"□_[0.0, 8.0] (RPM < 4750.0)","uniform random",-4162325487886099639,90.0,11.0,-13.791719407449818,yes,4,100,,
automatic_transmission,"□_[0.0, 8.0] (RPM < 4750.0)","uniform random",407796123348413814,100.0,13.0,127.01634434567859,no,4,100,,
automatic_transmission,"□_[0.0, 8.0] (RPM < 4750.0)","uniform random",5399810365157972213,100.0,13.0,90.73331925864477,no,4,100,,
automatic_transmission,"□_[0.0, 8.0] (RPM < 4750.0)","uniform random",5596255912463184649,44.0,5.0,-11.027838383890412,yes,4,100,,
automatic_transmission,"□_[0.0, 8.0] (RPM < 4750.0)","uniform random",3247847677674458864,100.0,13.0,27.58066166858589,no,4,100,,
automatic_transmission,"□_[0.0, 8.0] (RPM < 4750.0)","uniform random",593376566974346186,26.0,3.0,-8.838910457552629,yes,4,100,,
automatic_transmission,"□_[0.0, 8.0] (RPM < 4750.0)","uniform random",9216987047905237947,100.0,14.0,94.24446469904342,no,4,100,,
automatic_transmission,"□_[0.0, 8.0] (RPM < 4750.0)","uniform random",-5061931886222052792,100.0,15.0,84.6712100804607,no,4,100,,
automatic_transmission,"□_[0.0, 8.0] (RPM < 4750.0)","uniform random",-2477692699594212506,6.0,0.0,-13.996278133488886,yes,4,100,,
automatic_transmission,"□_[0.0, 8.0] (RPM < 4750.0)","uniform random",-3117561146704015470,100.0,15.0,82.8292632619632,no,4,100,,
automatic_transmission,"□_[0.0, 8.0] (RPM < 4750.0)","uniform random",-391375023603081875,100.0,15.0,40.96844271345162,no,4,100,,
automatic_transmission,"□_[0.0, 8.0] (RPM < 4750.0)","uniform random",9198463515724119317,100.0,15.0,128.44929633594256,no,4,100,,
automatic_transmission,"□_[0.0, 8.0] (RPM < 4750.0)","uniform random",-5323841326430959226,100.0,15.0,126.16986121995706,no,4,100,,
automatic_transmission,"□_[0.0, 8.0] (RPM < 4750.0)","uniform random",-7714828522238373598,100.0,15.0,132.74492435620687,no,4,100,,
automatic_transmission,"□_[0.0, 8.0] (RPM < 4750.0)","uniform random",7057466403094865533,100.0,15.0,133.50656909559348,no,4,100,,
automatic_transmission,"□_[0.0, 8.0] (RPM < 4750.0)","uniform random",-1894650031359317532,28.0,4.0,-12.438828748658125,yes,4,100,,
automatic_transmission,"□_[0.0, 8.0] (RPM < 4750.0)","uniform random",-5665236064223179620,100.0,15.0,22.669367093318215,no,4,100,,
automatic_transmission,"□_[0.0, 8.0] (RPM < 4750.0)","uniform random",4112581055693517594,100.0,15.0,129.36947667159257,no,4,100,,
automatic_transmission,"□_[0.0, 8.0] (RPM < 4750.0)","uniform random",6237083299720161134,6.0,0.0,-5.934233564843453,yes,4,100,,
automatic_transmission,"□_[0.0, 8.0] (RPM < 4750.0)","uniform random",954642970470904309,40.0,6.0,-12.319589801028087,yes,4,100,,
automatic_transmission,"□_[0.0, 8.0] (RPM < 4750.0)","uniform random",-147812896163482263,100.0,15.0,90.32128148366883,no,4,100,,
automatic_transmission,"□_[0.0, 8.0] (RPM < 4750.0)","uniform random",3438718730829100555,71.0,11.0,-9.055177204432766,yes,4,100,,
automatic_transmission,"□_[0.0, 8.0] (RPM < 4750.0)","uniform random",2478427463009058162,78.0,12.0,-7.605366476897871,yes,4,100,,
automatic_transmission,"□_[0.0, 8.0] (RPM < 4750.0)","uniform random",3740683180444898619,100.0,15.0,138.8663705301242,no,4,100,,
automatic_transmission,"□_[0.0, 8.0] (RPM < 4750.0)","uniform random",3994508322670758909,100.0,15.0,10.667470728148146,no,4,100,,
automatic_transmission,"□_[0.0, 8.0] (RPM < 4750.0)","uniform random",-4820559572048449601,100.0,15.0,133.39197881515156,no,4,100,,
automatic_transmission,"□_[0.0, 8.0] (RPM < 4750.0)","uniform random",1044833575105635380,14.0,2.0,-17.958757819134917,yes,4,100,,
automatic_transmission,"□_[0.0, 8.0] (RPM < 4750.0)","uniform random",356921173817981116,100.0,15.0,53.27133035832594,no,4,100,,
automatic_transmission,"□_[0.0, 8.0] (RPM < 4750.0)","uniform random",-1954308278631138896,100.0,15.0,48.931555461610515,no,4,100,,
automatic_transmission,"□_[0.0, 8.0] (RPM < 4750.0)","uniform random",3655539176353623666,100.0,14.0,133.69135784410173,no,4,100,,
automatic_transmission,"□_[0.0, 8.0] (RPM < 4750.0)","uniform random",-7343130472126672675,100.0,15.0,116.9676989568843,no,4,100,,
automatic_transmission,"□_[0.0, 8.0] (RPM < 4750.0)","uniform random",-3128868912768595261,100.0,14.0,125.60959020257633,no,4,100,,
automatic_transmission,"□_[0.0, 8.0] (RPM < 4750.0)","uniform random",-361118330759944179,45.0,6.0,-13.260007448294346,yes,4,100,,
automatic_transmission,"□_[0.0, 8.0] (RPM < 4750.0)","uniform random",3191333642545388557,100.0,16.0,132.5186298186136,no,4,100,,
automatic_transmission,"□_[0.0, 8.0] (RPM < 4750.0)","uniform random",-2428497022322589483,100.0,15.0,51.24889877665191,no,4,100,,
automatic_transmission,"□_[0.0, 8.0] (RPM < 4750.0)","uniform random",8560488560777402796,71.0,10.0,-17.767788928807022,yes,4,100,,
automatic_transmission,"□_[0.0, 8.0] (RPM < 4750.0)","uniform random",-3008499988737785975,100.0,15.0,135.61506605331306,no,4,100,,
automatic_transmission,"□_[0.0, 8.0] (RPM < 4750.0)","uniform random",259647104143331248,100.0,15.0,142.90325755050617,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (RPM < 4800.0)","uniform random",0,100.0,16.0,29.471150868811492,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (RPM < 4800.0)","uniform random",8930961420536443956,100.0,16.0,31.77146615653146,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (RPM < 4800.0)","uniform random",5027564224191174885,100.0,14.0,39.9619660585422,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (RPM < 4800.0)","uniform random",-1702726027617546570,100.0,14.0,29.96201476515671,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (RPM < 4800.0)","uniform random",5704118054995460492,100.0,15.0,34.98909311602074,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (RPM < 4800.0)","uniform random",7938329089922726318,100.0,15.0,28.744692296340872,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (RPM < 4800.0)","uniform random",2597640955835708158,100.0,15.0,30.358492405141078,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (RPM < 4800.0)","uniform random",-3373523279198630529,100.0,15.0,30.24393182451695,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (RPM < 4800.0)","uniform random",-945874369173475924,100.0,15.0,30.028924446390192,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (RPM < 4800.0)","uniform random",-2027068886085455778,100.0,15.0,30.170230812135742,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (RPM < 4800.0)","uniform random",6304015054855110897,100.0,15.0,30.842936612555604,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (RPM < 4800.0)","uniform random",7326836740652458706,100.0,14.0,31.17076505267687,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (RPM < 4800.0)","uniform random",-4654762989909935524,100.0,14.0,29.67432809758975,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (RPM < 4800.0)","uniform random",5680579321556878413,100.0,15.0,30.971427035938177,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (RPM < 4800.0)","uniform random",8523361402286175156,100.0,14.0,36.66404907508331,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (RPM < 4800.0)","uniform random",-8793992002278010983,100.0,14.0,31.51870752929426,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (RPM < 4800.0)","uniform random",-6832752530430645995,100.0,14.0,27.702757512225617,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (RPM < 4800.0)","uniform random",-8632828757254143281,100.0,14.0,30.85250597446702,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (RPM < 4800.0)","uniform random",7653167101363501320,100.0,14.0,28.9534117894691,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (RPM < 4800.0)","uniform random",-5325241907554305955,100.0,14.0,28.372019774677028,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (RPM < 4800.0)","uniform random",-4974865797526893060,100.0,14.0,31.56634309607398,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (RPM < 4800.0)","uniform random",5797184376732379383,100.0,14.0,35.157225598311925,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (RPM < 4800.0)","uniform random",-7043082859492170042,100.0,14.0,31.757290610547898,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (RPM < 4800.0)","uniform random",1054351206546440667,100.0,14.0,29.658763962428566,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (RPM < 4800.0)","uniform random",-1698289989263789486,100.0,14.0,30.13715663455332,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (RPM < 4800.0)","uniform random",4271503187919487070,100.0,14.0,26.822765113984133,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (RPM < 4800.0)","uniform random",2738123488075612447,100.0,14.0,29.922962869674848,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (RPM < 4800.0)","uniform random",7668562801346824942,100.0,14.0,31.709088571355096,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (RPM < 4800.0)","uniform random",8553324326296296413,100.0,14.0,33.28000600430914,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (RPM < 4800.0)","uniform random",-3749896565471947031,100.0,14.0,33.66006274974097,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (RPM < 4800.0)","uniform random",-7882717395777916198,100.0,14.0,36.10483810740516,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (RPM < 4800.0)","uniform random",-4939450756633384265,100.0,14.0,29.836988263278727,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (RPM < 4800.0)","uniform random",5427243668593246997,100.0,15.0,31.510109269144777,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (RPM < 4800.0)","uniform random",3892085428951512630,100.0,14.0,31.754058365867422,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (RPM < 4800.0)","uniform random",8180878249670465210,100.0,15.0,29.434416471830446,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (RPM < 4800.0)","uniform random",-4744172288224302360,100.0,15.0,30.61672456470842,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (RPM < 4800.0)","uniform random",4040048199825755665,100.0,15.0,28.167698114696577,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (RPM < 4800.0)","uniform random",-4198375351632924143,100.0,15.0,28.28952814773038,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (RPM < 4800.0)","uniform random",-9051681304203366464,100.0,15.0,28.62734567926418,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (RPM < 4800.0)","uniform random",-2490761093437814044,100.0,15.0,30.857080687418602,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (RPM < 4800.0)","uniform random",7013634195885586820,100.0,15.0,32.82740518698574,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (RPM < 4800.0)","uniform random",7581319113371600870,100.0,15.0,32.04794146065251,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (RPM < 4800.0)","uniform random",7083993420784521076,100.0,14.0,30.91659400370554,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (RPM < 4800.0)","uniform random",-1068548847272385508,100.0,14.0,28.411734157788487,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (RPM < 4800.0)","uniform random",-7254545126000333925,100.0,14.0,28.967925470912633,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (RPM < 4800.0)","uniform random",7341473967884344484,100.0,14.0,35.02848821095358,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (RPM < 4800.0)","uniform random",6445319955727123257,100.0,14.0,34.29868669985808,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (RPM < 4800.0)","uniform random",-8737220601831949211,100.0,14.0,31.230515446116442,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (RPM < 4800.0)","uniform random",3270757991693583017,100.0,14.0,26.55798793779377,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (RPM < 4800.0)","uniform random",-1348547246110099287,100.0,14.0,30.16919993594729,no,4,100,,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",0,100.0,13.0,13.38156989096538,no,4,100,,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",8930961420536443956,100.0,13.0,12.826928028022763,no,4,100,,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",5027564224191174885,100.0,13.0,12.212493304998873,no,4,100,,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",-1702726027617546570,100.0,13.0,19.262115034046786,no,4,100,,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",5704118054995460492,100.0,13.0,17.265176305135995,no,4,100,,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",7938329089922726318,100.0,13.0,15.339398665969128,no,4,100,,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",2597640955835708158,100.0,14.0,8.904414097999933,no,4,100,,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",-3373523279198630529,100.0,14.0,16.269237599224468,no,4,100,,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",-945874369173475924,100.0,13.0,19.23117715452264,no,4,100,,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",-2027068886085455778,100.0,13.0,12.804769000850783,no,4,100,,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",6304015054855110897,100.0,13.0,16.647873373376584,no,4,100,,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",7326836740652458706,100.0,13.0,12.85781055552684,no,4,100,,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",-4654762989909935524,100.0,13.0,12.046308870942596,no,4,100,,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",5680579321556878413,100.0,14.0,19.61309696621521,no,4,100,,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",8523361402286175156,100.0,14.0,11.710388240061704,no,4,100,,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",-8793992002278010983,100.0,14.0,8.439865059249144,no,4,100,,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",-6832752530430645995,100.0,14.0,17.4860221814139,no,4,100,,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",-8632828757254143281,100.0,14.0,18.20714209910713,no,4,100,,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",7653167101363501320,100.0,14.0,13.545893396109335,no,4,100,,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",-5325241907554305955,100.0,14.0,10.964283560438346,no,4,100,,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",-4974865797526893060,100.0,14.0,9.393149023190446,no,4,100,,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",5797184376732379383,100.0,14.0,15.26604990510738,no,4,100,,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",-7043082859492170042,100.0,14.0,11.052778320146075,no,4,100,,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",1054351206546440667,100.0,14.0,18.791831367555744,no,4,100,,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",-1698289989263789486,100.0,14.0,14.31435393203624,no,4,100,,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",4271503187919487070,100.0,14.0,17.545829026711672,no,4,100,,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",2738123488075612447,100.0,14.0,13.110303940106192,no,4,100,,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",7668562801346824942,100.0,14.0,11.995394596879734,no,4,100,,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",8553324326296296413,100.0,14.0,11.290813231026746,no,4,100,,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",-3749896565471947031,100.0,13.0,17.022738036983682,no,4,100,,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",-7882717395777916198,100.0,13.0,12.548873613738806,no,4,100,,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",-4939450756633384265,100.0,13.0,14.78324418854504,no,4,100,,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",5427243668593246997,100.0,13.0,8.455323030407456,no,4,100,,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",3892085428951512630,100.0,13.0,11.29122436608499,no,4,100,,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",8180878249670465210,100.0,13.0,18.229745618708336,no,4,100,,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",-4744172288224302360,100.0,13.0,13.881968099057914,no,4,100,,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",4040048199825755665,100.0,13.0,16.500766718764467,no,4,100,,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",-4198375351632924143,100.0,13.0,15.8882844087223,no,4,100,,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",-9051681304203366464,100.0,13.0,14.34112899184079,no,4,100,,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",-2490761093437814044,100.0,14.0,13.839016788890248,no,4,100,,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",7013634195885586820,100.0,13.0,12.056011074003493,no,4,100,,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",7581319113371600870,100.0,13.0,9.360365387354534,no,4,100,,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",7083993420784521076,100.0,13.0,15.335836575533818,no,4,100,,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",-1068548847272385508,100.0,14.0,11.692323144043158,no,4,100,,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",-7254545126000333925,100.0,14.0,15.450077579241125,no,4,100,,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",7341473967884344484,100.0,14.0,13.1004184347656,no,4,100,,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",6445319955727123257,100.0,14.0,11.37838670185748,no,4,100,,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",-8737220601831949211,100.0,14.0,17.937962698349295,no,4,100,,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",3270757991693583017,100.0,14.0,13.55415491700623,no,4,100,,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",-1348547246110099287,100.0,14.0,14.919244471469185,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",0,100.0,15.0,15.960911412962844,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",8930961420536443956,100.0,15.0,16.693102923470136,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",5027564224191174885,100.0,14.0,15.189521636613563,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",-1702726027617546570,100.0,14.0,17.853042510637053,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",5704118054995460492,100.0,14.0,19.390265565928402,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",7938329089922726318,100.0,14.0,18.786547784901288,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",2597640955835708158,100.0,14.0,11.097127569910072,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",-3373523279198630529,100.0,14.0,20.832104751723563,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",-945874369173475924,100.0,14.0,18.36633621120805,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",-2027068886085455778,100.0,14.0,14.48257346526998,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",6304015054855110897,100.0,14.0,18.107585643532914,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",7326836740652458706,100.0,14.0,16.668604313901,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",-4654762989909935524,100.0,14.0,14.659177658012055,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",5680579321556878413,100.0,14.0,19.629575152320612,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",8523361402286175156,100.0,14.0,7.903668505348918,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",-8793992002278010983,100.0,14.0,9.931367998587888,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",-6832752530430645995,100.0,14.0,16.35068993730924,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",-8632828757254143281,100.0,14.0,19.771170757716675,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",7653167101363501320,100.0,14.0,16.8279396396577,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",-5325241907554305955,100.0,14.0,11.224820769633766,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",-4974865797526893060,100.0,15.0,10.725543180813347,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",5797184376732379383,100.0,14.0,18.372195829422395,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",-7043082859492170042,100.0,14.0,7.112895873752649,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",1054351206546440667,100.0,14.0,18.185649640160875,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",-1698289989263789486,100.0,15.0,13.628041547697961,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",4271503187919487070,100.0,15.0,16.22537386416775,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",2738123488075612447,100.0,15.0,14.744714810273265,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",7668562801346824942,100.0,15.0,14.917600523427126,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",8553324326296296413,100.0,15.0,12.55639327751041,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",-3749896565471947031,100.0,14.0,18.1118408513165,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",-7882717395777916198,100.0,15.0,13.037542437022097,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",-4939450756633384265,100.0,15.0,14.256185402608565,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",5427243668593246997,100.0,15.0,9.82165276312773,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",3892085428951512630,100.0,14.0,10.45691184004005,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",8180878249670465210,100.0,14.0,16.20662766720922,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",-4744172288224302360,100.0,14.0,14.573774954008059,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",4040048199825755665,100.0,14.0,16.193036226946802,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",-4198375351632924143,100.0,14.0,16.24820028372173,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",-9051681304203366464,100.0,14.0,17.31161929608004,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",-2490761093437814044,100.0,14.0,13.775603052253985,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",7013634195885586820,100.0,14.0,14.20471008077024,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",7581319113371600870,100.0,14.0,11.922284545820816,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",7083993420784521076,100.0,14.0,18.33427766610859,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",-1068548847272385508,100.0,14.0,13.544365071526315,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",-7254545126000333925,100.0,14.0,17.861754128788803,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",7341473967884344484,100.0,14.0,9.578434113092328,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",6445319955727123257,100.0,14.0,13.707536718548226,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",-8737220601831949211,100.0,14.0,17.415647526777732,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",3270757991693583017,100.0,14.0,14.036249148251017,no,4,100,,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",-1348547246110099287,100.0,14.0,17.669057386025543,no,4,100,,
automatic_transmission,"□_[0.0, 50.0] (speed < 150.0)","uniform random",0,100.0,15.0,18.353209649940652,no,4,100,,
